"","klasifikasi","score","text"
"313","Negatif",-2," tidak sukaprabowo subianto macan yg tidak lagi mengaumpuan maharani klo gx jualan kakek belum tent "
"314","Netral",0," prabowol tegasberwibawad ngusaha sawittambangambisiuspuan l talk lessshutting down mic "
"315","Negatif",-1," a gunanya mimn kaya gini masak suruh rakyat yang berdarah udah itu ditinggalin ingat kasus wadas"
"316","Negatif",-1,"  dislike isu ektpkendengwadasanis like mudacerdassegudang estasi memajukan jakarta rg "
"317","Negatif",-1," yah jokodok am trending knsih loe tega ganti nama dgn jokodok nul   "
"318","Negatif",-1," yah asyhadu an laa ilaaha illallaahu wa asyhaduanna muhammadar rasuulullahku ada keliru nulisnnya mohon koreksinya "
"319","Netral",0," bendungan wadas maksud lu"
"320","Negatif",-2," layak nya dmana min rakyat jateng masih banyak yg menderita wadas juga masih bermasalah uh buruh teren "
"321","Negatif",-3," ga rlu fitnah kok  faktanya memang ganjar ga ada estasi selain mbokedan kasus wadas ngain fitnah segala"
"322","Negatif",-4," kasus wadas yang ada diden mata anda juga gagal padahal sama merusak lingkungan bahkan dengan adanya kasus wadas ini bisa"
"323","Negatif",-1," ahhh belain rakyat wadas aja ga bisa"
"324","Negatif",-1," prabowo  mengecewakan setelah berjanji timbul tenggelam bersama ndukung nyapuanillfeel dengan mute "
"325","Netral",0," iyaah biasanya imingnya akan diedukasi agar tidak jobless dan bekerja di sektor riwisata kejadian ju "
"326","Positif",1," tdk disukaiprabowomengkhianati ndukungpuantdk mau mendengar asrasi rakyatcontoh saat rat dpr "
"327","Netral",0," wadas dekat dengan rakyat "
"328","Netral",0," jateng model kek gini mau jadi esiden wadas aja kagak jelas sekarang yang ini lagi bilang bekingan gede"
"329","Positif",1," jateng gubernur pro tambang wadas koq disuruh berantas nambangan "
"330","Negatif",-2," prabowo  rela mengalah sama jkwwalau ia tau bakal dimusuh ndukung emosionalg jadi tenggelem sama "
"331","Negatif",-1," tdk sukaprabowo emosional dan kadang tdk kontrol dlm sisi a dan dmnpuan masak dia lagi dia lag "
"332","Netral",0," dislike ganjarsikadlm kasus wadas cerminan dia ambil ketusan antara kentingan warga vs oligarch "
"333","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"334","Positif",1," kok baru sekarangdah th lhokayak wadas nanti"
"335","Positif",1," insha allah dg b suawi melar c di byr uang ganti untungnya sti warga wadas kemrin smg o"
"336","Netral",0," idnally faiz pateni wae jowis kokmen lek guduk wongmu o abolish sultan save wadas woke cyclist b"
"337","Netral",0,"  gubernur pendukung penambangan batu wadas koq diharaan tegas sama nambang too much exctation"
"338","Netral",0," kok tambang wadas aja begitu syulit kau atasi a yg dibanggakan"
"339","Netral",0," sukaanis cerdas santun pandai berdiomasi dan ndai merancang suatu halganjar ramah prabowo "
"340","Negatif",-1," bravob tuh kan kadrun memang gak rnah nyambung malah bahas wadas am gbk miri wahabi"
"341","Negatif",-1," urus wadas aja gagal"
"342","Netral",0," ngaca dekne dadi gubernur ye rakyatejateng ae ngono ndes njur ye nek dadi esiden wadas wadas "
"343","Netral",0," gubernur pendukung penambangan batu wadas koq diharaan tegas sama nambang too much exctation"
"344","Negatif",-1," glv nurhuda jauh mas kasus wadas aja tiarakasusnya"
"345","Negatif",-2," prabowo sudah mengkhianati ndukung nya lewat rnyataan dia sejak menjadi menteri ga tau a itu s "
"346","Negatif",-3," daerah zona korui wadas rusuh urus mafia tambang gagal ngen coas caes  "
"347","Negatif",-3,"jaya abdillahtoha sayangnya orang dimaksud untuk mendatkan tongkat estafet tidak memnyai sifat yang "
"348","Negatif",-4," kasus wadas yang ada diden mata anda juga gagal padahal sama merusak lingkungan bahkan dengan adanya kasus wadas ini bisa"
"349","Negatif",-2,"  jangan pilih ganjar rambut putih piaraan oligarkiboro mikirin rakyatyang adawadas merana jateng ovinsi termisk"
"350","Negatif",-4,"kasus wadas yang ada diden mata anda juga gagal padahal sama merusak lingkungan bahkan dengan adanya kasus wad "
"351","Netral",0,"  riode ngain ajah wadas ajah kga kelar"
"352","Netral",0," jateng yg wadas  kena buang muka wkwk"
"353","Negatif",-1," pak andika ini bentar lg rna tugas ayo k sisa kasus lainnya jg tuntaskan k dugaan rkara di "
"354","Netral",0,"satra dulurku ning wadas wae diasi"
"355","Positif",1,"prestasi gp ganti untung warga wadas capai  persenganjaranowoganjaranowoganjarkita "
"356","Positif",1,"prestasi gp ganti untung warga wadas capai  persenganjaranowoganjaranowoganjarkita "
"357","Positif",1,"prestasi ganjar ganti untung warga wadas cai  persen ganjaranowoganjaranowoganjarkita "
"358","Positif",1,"prestasi ganjar ganti untung warga wadas cai  persenganjaranowoganjaranowoganjarkita "
"359","Netral",0,"ganti untung warga wadas sudah cai ganjaranowoganjaranowoganjarkitaganjaruntukindonesia "
"360","Positif",1,"prestasi ganjar ganti untung warga wadasganjaranowoganjaranowoganjarkitaganjaruntukindonesia "
"361","Netral",0,"ganti untung warga wadas sudah cai ganjaranowoganjaranowoganjarkitaganjaruntukindonesia "
"362","Positif",1,"prestasi ganjar ganti untung warga wadas cai  persenganjaranowoganjaranowoganjarkita "
"363","Positif",1,"prestasi ganjar ganti untung warga wadas cai  persenganjaranowoganjaranowoganjarkita "
"364","Positif",1,"prestasi ganjar ganti untung warga wadas cai  persenganjaranowoganjaranowoganjarkita "
"365","Positif",2,"prestasi ganjarganti untung warga wadasganjaranowoganjaranowoganjarkitaganjaruntukindonesia "
"366","Positif",2,"prestasi ganjarganti untung warga wadasganjaranowoganjaranowoganjarkitaganjaruntukindonesia "
"367","Positif",1,"prestasi ganjar ganti untung warga wadas cai  persenganjaranowoganjaranowoganjarkita "
"368","Positif",1,"prestasi ganjar ganti untung warga wadas cai  persenganjaranowoganjaranowoganjarkita "
"369","Netral",0," itu wadas gimana k "
"370","Negatif",-1," wadas aja ga mam"
"371","Negatif",-1," banyak bacot wadas gimana kabar nya dan masih hobby nonton kah"
"372","Negatif",-1,"nurhuda jauh mas kasus wadas aja tiarakasusnya"
"373","Negatif",-4," joko rambut tih bukan terlalu sering nonton bokedan makan duit ektp ta mikirin rakyat wadas dan ovinsi termiskin htt"
"374","Netral",0," jateng model kek gini mau jadi esiden wadas aja kagak jelas sekarang yang ini lagi bilang bekingan gede"
"375","Positif",1,"prestasi ganjar ganti untung warga wadasganjaranowoganjaranowoganjarkitaganjaruntukindonesia "
"376","Positif",1,"prestasi ganjar ganti untung warga wadasganjaranowoganjaranowoganjarkitaganjaruntukindonesia "
"377","Netral",0,"  kalimantan sugema "
"378","Netral",0," sk jateng buzzer kadal jongos imigran yaman ini klo mbacot gak ke otak war "
"379","Negatif",-1," wadas belum tuntas ono maneh klaten ye ki den mas gub jateng"
"380","Netral",0,"  kalimantan sugema "
"381","Negatif",-3," jangan pilih ganjar rambut putih piaraan oligarkiboro mikirin rakyatwadas merana jateng ovinsi termiskin sejaw"
"382","Netral",0," faiz pateni wae jowis kokmen lek guduk wongmu o abolish sultan save wadas woke cycl "
"383","Netral",0,"  kalimantan sugema "
"384","Negatif",-2,"  jangan pilih ganjar rambut putih piaraan oligarkiboro mikirin rakyatyang adawadas merana jateng ovinsi termisk"
"385","Negatif",-1," bos makanya loe sering nonton tv dan dengarin radio biar tahu rkembangan wadas saat ini"
"386","Netral",0,"  kalimantan sugema "
"387","Positif",1," insha allah dg b suawi melar c di byr uang ganti untungnya sti warga wadas kem "
"388","Negatif",-2,"  jangan pilih ganjar rambut putih piaraan oligarkiboro mikirin rakyatyang adawadas merana jateng ovinsi termisk"
"389","Negatif",-3," jangan pilih ganjar rambut putih piaraan oligarkiboro mikirin rakyatwadas merana jateng ovinsi termiskin sejaw"
"390","Netral",0," jateng model kek gini mau jadi esiden wadas aja kagak jelas sekarang yang ini lagi bilang bekingan gede"
"391","Netral",0,"  kalimantan sugema "
"392","Netral",0," kalimantan sugema "
"393","Negatif",-3," jangan pilih ganjar rambut putih piaraan oligarkiboro mikirin rakyatwadas merana jateng ovinsi termiskin sejaw"
"394","Negatif",-1," jateng habis wadas klaten mana lagi ya"
"395","Negatif",-1," pagi min listrik di daerah menteng wadas  armanggis setiabudi telah dam sejak jam setengah  gi s "
"396","Negatif",-1," wadas aja kelihatan arahnya gimana ni white hair gimna jd esiden wakanda the next pinokio nih"
"397","Negatif",-3," jateng berat ya k jd gubenurlha gmn koq mau nyaeskmrin wadas blm tuntas nah ini sm mafia t "
"398","Negatif",-2,"  jangan pilih ganjar rambut putih piaraan oligarkiboro mikirin rakyatyang adawadas merana jateng ovinsi termisk"
"399","Negatif",-3," jangan pilih ganjar rambut putih piaraan oligarkiboro mikirin rakyatwadas merana jateng ovinsi termiskin sejaw"
"400","Negatif",-2,"  jangan pilih ganjar rambut putih piaraan oligarkiboro mikirin rakyatyang adawadas merana jateng ovinsi termisk"
"401","Negatif",-1,"dah lah njarcerita sama dgwadas lbh baek barongsay ajahimn donatur "
"402","Netral",0," woi rus bodatwadas gimana kabarnyatanya ganjar gih"
"403","Netral",0," wadas maksud lo"
"404","Netral",0," pembantai warga wadas"
"405","Negatif",-3," jangan pilih ganjar rambut putih piaraan oligarkiboro mikirin rakyatwadas merana jateng ovinsi termiskin sejaw"
"406","Netral",0," wadas gemana k"
"407","Negatif",-3," jangan pilih ganjar rambut putih piaraan oligarkiboro mikirin rakyatwadas merana jateng ovinsi termiskin sejaw"
"408","Negatif",-3," jangan pilih ganjar rambut putih piaraan oligarkiboro mikirin rakyatwadas merana jateng ovinsi termiskin sejaw"
"409","Negatif",-3," dat video cctv dr tetangga kalo gang sebelah deket rumah ada maling motor kasian bgt sm yg nya motor mana tuh motor mal"
"410","Netral",0," gimana ganjar ttg wadas"
"411","Negatif",-3,"jangan pilih ganjar rambut putih piaraan oligarkiboro mikirin rakyatwadas merana jateng ovinsi termiskin s "
"412","Negatif",-3,"dat video cctv dr tetangga kalo gang sebelah deket rumah ada maling motor kasian bgt sm yg nya motor mana tuh "
"413","Netral",0," jateng wadas wadas"
"414","Netral",0," kasus desa wadas bukti klu ganjar bagian dr oligarki goblok tau cuan ruwet"
"415","Netral",0," proyek tambang wadas abacking nya besar juga bos  "
"416","Netral",0," proyek tambang wadas abacking nya besar juga bos  "
"417","Negatif",-2,"  jangan pilih ganjar rambut putih piaraan oligarkiboro mikirin rakyatyang adawadas merana jateng ovinsi termisk"
"418","Netral",0,"clev  ali "
"419","Negatif",-1," ta bangsa ga butuh ganjar rakyat wadas ketawa melihat ini "
"420","Netral",0,"ridwan kamil ngelucu dan romantis da lu sama sebera semrawutnya jawa barat alagi angkot bandungganjar "
"421","Netral",0," mugo dulurku ning kamng wadas do sehat kabeh hiduini bagai nggung sandiwara"
"422","Negatif",-1," ngurus wadas saja ngak becus"
"423","Negatif",-2,"  jangan pilih ganjar rambut putih piaraan oligarkiboro mikirin rakyatyang adawadas merana jateng ovinsi termisk"
"424","Netral",0," jokodok hobby bokeistana nya di wadas uda"
"425","Negatif",-2,"  jangan pilih ganjar rambut putih piaraan oligarkiboro mikirin rakyatyang adawadas merana jateng ovinsi termisk"
"426","Negatif",-1," gita kena dg wadas kadrun kok gak kebagian ya "
"427","Netral",0,"  kalimantan sugema "
"428","Netral",0,"  kalimantan sugema "
"429","Negatif",-2," tweet semoga bisa bantu juga ya pakagar ijin tambang di wadas bisa dicabutjaga alam agar lestari dan asric"
"430","Netral",0," wadas aman"
"431","Positif",1," terungkap acara nusantara bersatu pake perusahaan eo raffi ahmad link prayforcianjur pra"
"432","Negatif",-4," ben rhamdanikasus tuduhan bhw saracen menyebarkan ujaran kebencian am isu sara memiliki rb akun nyeb"
"433","Netral",0,"kalo tambang wadas den bagus "
"434","Positif",1," loren membedakan urusan ibadi dg urusan kerjaan aj ngga bisakok ngga malu digaji ke uang rakyat kai nama lembaga tme"
"435","Netral",0," wadasojolali k"
"436","Netral",0," proyek tambang wadas abacking nya besar juga bos  "
"437","Negatif",-2,"cerh berarti udah beres dong ya melawan "
"438","Netral",0," proyek tambang wadas abacking nya besar juga bos  "
"439","Netral",0," jejak digital dari sang ovokator rhamdani "
"440","Negatif",-1," bner itu melawan"
"441","Positif",1," buzzerputar balik fakta lalu serang buti purworejo panca izin tambang dan ipl yang keluarkan ganjar peristiwa di"
"442","Negatif",-2," innalillahi hari ini tet sekan gem cianjur tim sar gabungan temukan lagi  korban ayah am anak dalam sisi b"
"443","Negatif",-4," joko rambut tih bukan terlalu sering nonton bokedan makan duit ektp ta mikirin rakyat wadas dan ovinsi termiskin htt"
"444","Netral",0,"waras kasih sinyal kalah dengan kasus wadas"
"445","Netral",0," jateng a kabar wadas lik"
"446","Netral",0,"  kalimantan sugema "
"447","Negatif",-2,"  jangan pilih ganjar rambut putih piaraan oligarkiboro mikirin rakyatyang adawadas merana jateng ovinsi termisk"
"448","Negatif",-2,"  jangan pilih ganjar rambut putih piaraan oligarkiboro mikirin rakyatyang adawadas merana jateng ovinsi termisk"
"449","Netral",0," jateng model kek gini mau jadi esiden wadas aja kagak jelas sekarang yang ini lagi bilang beki "
"450","Negatif",-1," kena dg wadas kadrun kok gak kebagian ya "
"451","Netral",0,"  km demonstrasi mahasiswa  wadas brigadir j kanjuruhan next what"
"452","Netral",0," warga wadas sti tau bang"
"453","Negatif",-2,"  jangan pilih ganjar rambut putih piaraan oligarkiboro mikirin rakyatyang adawadas merana jateng ovinsi termisk"
"454","Netral",0,"proyek tambang wadas abacking nya besar juga bos  "
"455","Negatif",-2," jateng tercium aroma mencurigakan dari maraknya tambang liar wadas klaten "
"456","Negatif",-2,"  jangan pilih ganjar rambut putih piaraan oligarkiboro mikirin rakyatyang adawadas merana jateng ovinsi termisk"
"457","Negatif",-2,"  jangan pilih ganjar rambut putih piaraan oligarkiboro mikirin rakyatyang adawadas merana jateng ovinsi termisk"
"458","Negatif",-2,"  jangan pilih ganjar rambut putih piaraan oligarkiboro mikirin rakyatyang adawadas merana jateng ovinsi termisk"
"459","Positif",1," kena ma wadas brojng bikin malu ah "
"460","Negatif",-5," yang ilegal milik rakyat kecil diberantas yg nya duit meramk sda dibiarin dan dibantu serti wadas ya k"
"461","Netral",0," tweet polri kalo tambang di wadas beking nya sia"
"462","Negatif",-1," ingat wadasjawa tengah salah satu onsi termiskin"
"463","Netral",0," sk jateng wadas ramng lik menengo"
"464","Netral",0," jateng wadas sti ni "
"465","Negatif",-2,"tweet semoga bisa bantu juga ya pakagar ijin tambang di wadas bisa dicabutjaga alam agar lestari dan asriccmelawan"
"466","Negatif",-1,"just sted a oto  rumah makan cibiuk desa wadas teluk jambe timurkarawang barat "
"467","Negatif",-1," yah gw disuruh komen soal vidio ancaman temr  gw ini juga dah siatemr  klu mereka jual gw beli klu gw komen bij"
"468","Negatif",-1," yah serius loe mau bertemr ndut rhamdani "
"469","Netral",0," la telah terjadi nganiayaan terhadaorator spbu  benteng betawi poris tangerang da hari sabtu  "
"470","Negatif",-1," konflik wadas sangat ncasilais"
"471","Netral",0,"  kalimantan sugema "
"472","Netral",0,"sk jateng ciee buzzerwadas ye"
"473","Negatif",-3," ketika ditunjuk menggantikan umar bin khattab utk mnjdi khalifah abdrhman bin auf berkata tusukkan saja sau ini smtembu"
"474","Negatif",-2,"  jangan pilih ganjar rambut putih piaraan oligarkiboro mikirin rakyatyang adawadas merana jateng ovinsi termisk"
"475","Negatif",-2,"marko oh ada komen komen disini ya wkwkorang wadas emg udh dikasih kom "
"476","Negatif",-2,"  jangan pilih ganjar rambut putih piaraan oligarkiboro mikirin rakyatyang adawadas merana jateng ovinsi termisk"
"477","Negatif",-2,"  jangan pilih ganjar rambut putih piaraan oligarkiboro mikirin rakyatyang adawadas merana jateng ovinsi termisk"
"478","Netral",0," kalimantan sugema  "
"479","Negatif",-3," astaghfirullah ya allah aikasi yang berbau islam di has "
"480","Netral",0," ini yang mo ngajakin temr  "
"481","Netral",0,"tambang legal kayak brik semen atau nambangan di wadas itu bekingnya malah lebih gede lagi k "
"482","Netral",0," jateng termasuk wadas"
"483","Negatif",-3," a ndak kak ya presiden hasil ncitraan rakyat makin susah kebijakan ooligarki hukum amburadul kkn sangat meluas"
"484","Negatif",-3," jangan pilih ganjar rambut putih piaraan oligarkiboro mikirin rakyatwadas merana jateng ovinsi termiskin sejaw"
"485","Negatif",-1," setujubuktinya ada di melawan"
"486","Negatif",-3,"jangan pilih ganjar rambut putih piaraan oligarkiboro mikirin rakyatwadas merana jateng ovinsi termiskin s "
"487","Netral",0," mango rice rasam rice pau  dal and rice plain rice with ghee n gunwderdosakai chadi  "
"488","Netral",0," sudah coba tanya warga wadas akah mereka mengidamkan mimnnya"
"489","Negatif",-1," hauahahahahaahaaaa gak ad hub anies sama brik minyak tanyain junjunganny "
